post_id,factcheck_id,post_language,random_examples_with_ids
12370,33861,ces,"[(19781, 50687, 'No'), (7496, 18473, 'Yes'), (25453, 193430, 'No'), (7496, 83000, 'Yes'), (11027, 101780, 'Yes'), (18703, 52260, 'No'), (9690, 17193, 'Yes'), (17514, 165187, 'No'), (25453, 193586, 'Yes'), (4555, 193594, 'No')]"
12370,95371,ces,"[(25453, 193586, 'Yes'), (9690, 17193, 'Yes'), (19781, 50687, 'No'), (4555, 193594, 'No'), (17514, 187295, 'No'), (7496, 15833, 'Yes'), (7496, 83000, 'Yes'), (19781, 64150, 'No'), (25453, 193430, 'No'), (7496, 18473, 'Yes')]"
12370,95953,ces,"[(17514, 165187, 'No'), (585, 113990, 'No'), (4555, 193594, 'No'), (4555, 188148, 'No'), (7496, 83000, 'Yes'), (7496, 18473, 'Yes'), (25453, 193586, 'Yes'), (25453, 193430, 'No'), (9690, 17193, 'Yes'), (8782, 155418, 'Yes')]"
12370,41093,ces,"[(19781, 64127, 'No'), (4555, 193594, 'No'), (7496, 16903, 'Yes'), (7496, 18473, 'Yes'), (7496, 83000, 'Yes'), (25453, 193430, 'No'), (25453, 193586, 'Yes'), (18703, 52260, 'No'), (7496, 15833, 'Yes'), (17514, 165187, 'No')]"
12370,138987,ces,"[(4555, 193594, 'No'), (25453, 193586, 'Yes'), (7496, 150251, 'Yes'), (9690, 17193, 'Yes'), (19781, 50687, 'No'), (25453, 193430, 'No'), (19781, 54007, 'No'), (22806, 187902, 'No'), (7496, 18473, 'Yes'), (4883, 70380, 'Yes')]"
12370,138974,ces,"[(4555, 193594, 'No'), (7496, 15833, 'Yes'), (17514, 21196, 'No'), (9690, 17193, 'Yes'), (18703, 52260, 'No'), (19781, 64127, 'No'), (7496, 16903, 'Yes'), (7496, 18473, 'Yes'), (25453, 193586, 'Yes'), (25453, 193430, 'No')]"
12370,99201,ces,"[(25453, 193586, 'Yes'), (4555, 193594, 'No'), (7496, 15833, 'Yes'), (7496, 18473, 'Yes'), (11027, 101780, 'Yes'), (19781, 50687, 'No'), (9690, 17193, 'Yes'), (17514, 165187, 'No'), (18703, 52260, 'No'), (19781, 64127, 'No')]"
12370,61729,ces,"[(9690, 17193, 'Yes'), (4555, 193594, 'No'), (7496, 83000, 'Yes'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (16449, 118598, 'Yes'), (19781, 120676, 'No'), (19781, 27434, 'No'), (7496, 18473, 'Yes'), (17514, 165187, 'No')]"
12370,86134,ces,"[(4555, 193594, 'No'), (7496, 83000, 'Yes'), (19781, 64148, 'No'), (17514, 165187, 'No'), (7496, 18473, 'Yes'), (25453, 193430, 'No'), (16449, 118598, 'Yes'), (19781, 84629, 'No'), (25453, 193586, 'Yes'), (9690, 17193, 'Yes')]"
12370,34531,ces,"[(7496, 83000, 'Yes'), (17514, 165187, 'No'), (22806, 158635, 'Yes'), (20050, 193423, 'No'), (25453, 193430, 'No'), (4555, 193594, 'No'), (7496, 45648, 'Yes'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (7496, 18473, 'Yes')]"
12370,118011,ces,"[(19781, 102330, 'No'), (19781, 64150, 'No'), (17514, 165187, 'No'), (8782, 164909, 'Yes'), (7496, 18473, 'Yes'), (4555, 193594, 'No'), (25453, 193586, 'Yes'), (22806, 158635, 'Yes'), (25453, 193430, 'No'), (22806, 173368, 'Yes')]"
12370,100157,ces,"[(25453, 8144, 'Yes'), (17514, 165187, 'No'), (9690, 17193, 'Yes'), (25453, 193586, 'Yes'), (25453, 193430, 'No'), (19781, 50687, 'No'), (7496, 18473, 'Yes'), (4555, 193594, 'No'), (7496, 36489, 'No'), (23893, 143199, 'Yes')]"
12370,88945,ces,"[(4883, 124552, 'Yes'), (9690, 17193, 'Yes'), (4555, 193594, 'No'), (7496, 18473, 'Yes'), (19781, 64127, 'No'), (8782, 120845, 'No'), (25453, 193430, 'No'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (8782, 120872, 'Yes')]"
12370,94284,ces,"[(4555, 193594, 'No'), (18703, 52260, 'No'), (7496, 18473, 'Yes'), (19781, 102330, 'No'), (9690, 17193, 'Yes'), (25453, 193430, 'No'), (7496, 16903, 'Yes'), (19781, 50687, 'No'), (7496, 15833, 'Yes'), (25453, 193586, 'Yes')]"
12370,123807,ces,"[(7496, 16903, 'Yes'), (25453, 193586, 'Yes'), (7496, 18473, 'Yes'), (4555, 193594, 'No'), (17514, 21196, 'No'), (25453, 193430, 'No'), (18703, 52260, 'No'), (25453, 8144, 'Yes'), (585, 113990, 'No'), (9690, 17193, 'Yes')]"
12370,131393,ces,"[(7496, 18473, 'Yes'), (25453, 193430, 'No'), (17514, 165187, 'No'), (7496, 83000, 'Yes'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (19781, 64127, 'No'), (4555, 193594, 'No'), (9690, 17193, 'Yes'), (8782, 155418, 'Yes')]"
12370,196285,ces,"[(19781, 84629, 'No'), (25453, 193586, 'Yes'), (9690, 17193, 'Yes'), (7496, 18473, 'Yes'), (16449, 118598, 'Yes'), (19781, 50687, 'No'), (7496, 83000, 'Yes'), (25453, 193430, 'No'), (17514, 165187, 'No'), (4555, 193594, 'No')]"
12370,123033,ces,"[(4555, 193594, 'No'), (19781, 84629, 'No'), (23893, 143199, 'Yes'), (17514, 165187, 'No'), (25453, 8144, 'Yes'), (25453, 193430, 'No'), (7496, 18473, 'Yes'), (7496, 83000, 'Yes'), (25453, 193586, 'Yes'), (19781, 50687, 'No')]"
12370,194983,ces,"[(19781, 50687, 'No'), (25453, 193430, 'No'), (7496, 18473, 'Yes'), (19781, 64127, 'No'), (4555, 193594, 'No'), (25453, 193586, 'Yes'), (16449, 118598, 'Yes'), (16449, 159651, 'No'), (7496, 83000, 'Yes'), (25453, 8144, 'Yes')]"
12370,128632,ces,"[(7496, 83000, 'Yes'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (9690, 17193, 'Yes'), (19781, 64127, 'No'), (25453, 193430, 'No'), (25453, 8144, 'Yes'), (4555, 193594, 'No'), (7496, 159286, 'No'), (7496, 18473, 'Yes')]"
12370,75348,ces,"[(19781, 102337, 'No'), (25453, 8144, 'Yes'), (7496, 83000, 'Yes'), (9690, 17193, 'Yes'), (25453, 193586, 'Yes'), (19781, 50687, 'No'), (17514, 165187, 'No'), (25453, 193430, 'No'), (4555, 193594, 'No'), (7496, 18473, 'Yes')]"
12370,151562,ces,"[(18703, 52260, 'No'), (7496, 150251, 'Yes'), (25453, 8144, 'Yes'), (19781, 50687, 'No'), (11027, 101780, 'Yes'), (4555, 193594, 'No'), (16449, 159651, 'No'), (19781, 102337, 'No'), (25453, 193586, 'Yes'), (7496, 18473, 'Yes')]"
12370,198098,ces,"[(25453, 193430, 'No'), (7496, 18473, 'Yes'), (16449, 118598, 'Yes'), (25453, 193586, 'Yes'), (19781, 50687, 'No'), (22806, 158635, 'Yes'), (4555, 193594, 'No'), (7496, 83000, 'Yes'), (19781, 102330, 'No'), (19781, 64127, 'No')]"
12370,34504,ces,"[(25453, 193586, 'Yes'), (19781, 50687, 'No'), (4555, 193594, 'No'), (7496, 15833, 'Yes'), (20050, 193423, 'No'), (25453, 193430, 'No'), (7496, 18473, 'Yes'), (19781, 64150, 'No'), (25453, 8144, 'Yes'), (9690, 17193, 'Yes')]"
12370,155493,ces,"[(4555, 193594, 'No'), (19781, 64150, 'No'), (25453, 193586, 'Yes'), (7496, 83000, 'Yes'), (22806, 158635, 'Yes'), (19781, 50687, 'No'), (20050, 193423, 'No'), (7496, 18473, 'Yes'), (16449, 118598, 'Yes'), (25453, 193430, 'No')]"
12370,139160,ces,"[(17514, 165187, 'No'), (25453, 193586, 'Yes'), (25453, 193430, 'No'), (7496, 45648, 'Yes'), (7496, 18473, 'Yes'), (19781, 64127, 'No'), (22806, 158635, 'Yes'), (19781, 50687, 'No'), (4555, 193594, 'No'), (7496, 83000, 'Yes')]"
12370,34393,ces,"[(7496, 83000, 'Yes'), (25453, 193586, 'Yes'), (22806, 158635, 'Yes'), (7496, 18473, 'Yes'), (17514, 165187, 'No'), (11027, 118912, 'Yes'), (19781, 50687, 'No'), (4555, 193594, 'No'), (25453, 193430, 'No'), (19781, 64127, 'No')]"
12370,92251,ces,"[(25453, 103786, 'Yes'), (4555, 193594, 'No'), (19781, 50687, 'No'), (7496, 36489, 'No'), (25453, 193586, 'Yes'), (25453, 193430, 'No'), (7496, 18473, 'Yes'), (8782, 63646, 'No'), (4883, 12970, 'Yes'), (23893, 143199, 'Yes')]"
4182,205685,kor,"[(1137, 15247, 'No'), (11027, 51332, 'No'), (1137, 72569, 'No'), (9872, 71597, 'Yes'), (11027, 101780, 'Yes'), (25678, 93990, 'No'), (11027, 63873, 'Yes'), (1137, 154786, 'No'), (9690, 17193, 'Yes'), (11027, 122835, 'Yes')]"
4182,205686,kor,"[(3705, 180390, 'No'), (11027, 101780, 'Yes'), (11027, 51332, 'No'), (1137, 6620, 'No'), (9872, 71598, 'Yes'), (11027, 63859, 'Yes'), (11027, 63873, 'Yes'), (11027, 124285, 'No'), (11027, 122835, 'Yes'), (1137, 72569, 'No')]"
4182,205596,kor,"[(11027, 63873, 'Yes'), (11027, 101780, 'Yes'), (11027, 51332, 'No'), (11027, 122835, 'Yes'), (7496, 18473, 'Yes'), (4531, 158866, 'No'), (585, 113990, 'No'), (11027, 118912, 'Yes'), (1137, 6620, 'No'), (25678, 93990, 'No')]"
4182,205528,kor,"[(11027, 118912, 'Yes'), (1137, 154672, 'No'), (585, 113990, 'No'), (1137, 72569, 'No'), (11027, 101780, 'Yes'), (11027, 122835, 'Yes'), (11027, 63873, 'Yes'), (25678, 93990, 'No'), (4531, 158866, 'No'), (7496, 18473, 'Yes')]"
4182,205386,kor,"[(1137, 154672, 'No'), (22806, 187902, 'No'), (1137, 72569, 'No'), (25678, 93990, 'No'), (11027, 51332, 'No'), (11027, 63873, 'Yes'), (11027, 63859, 'Yes'), (11027, 118912, 'Yes'), (11027, 122835, 'Yes'), (11027, 101780, 'Yes')]"
4182,205518,kor,"[(1137, 6620, 'No'), (4531, 158866, 'No'), (9872, 71598, 'Yes'), (585, 113990, 'No'), (1137, 15247, 'No'), (9872, 45433, 'Yes'), (1137, 154786, 'No'), (9872, 71597, 'Yes'), (11027, 101780, 'Yes'), (9872, 45434, 'Yes')]"
4182,205698,kor,"[(11027, 122835, 'Yes'), (1137, 154672, 'No'), (585, 113990, 'No'), (7496, 150251, 'Yes'), (1137, 6620, 'No'), (1137, 15247, 'No'), (3705, 180390, 'No'), (11027, 118912, 'Yes'), (11027, 63873, 'Yes'), (11027, 101780, 'Yes')]"
4182,205632,kor,"[(11027, 101780, 'Yes'), (11027, 118912, 'Yes'), (1137, 154672, 'No'), (7496, 18473, 'Yes'), (1137, 72569, 'No'), (11027, 122835, 'Yes'), (3705, 180390, 'No'), (1137, 6620, 'No'), (11027, 63873, 'Yes'), (25678, 93990, 'No')]"
4182,205587,kor,"[(1137, 72569, 'No'), (11027, 63859, 'Yes'), (11027, 101780, 'Yes'), (11027, 51332, 'No'), (11027, 122835, 'Yes'), (585, 113990, 'No'), (25678, 93990, 'No'), (11027, 118912, 'Yes'), (1137, 15247, 'No'), (1137, 149489, 'Yes')]"
4182,205586,kor,"[(1137, 72569, 'No'), (11027, 63859, 'Yes'), (11027, 101780, 'Yes'), (11027, 63873, 'Yes'), (1137, 154786, 'No'), (11027, 118912, 'Yes'), (585, 113990, 'No'), (1137, 154672, 'No'), (11027, 38973, 'No'), (11027, 122835, 'Yes')]"
4182,105567,kor,"[(9872, 71598, 'Yes'), (1137, 6620, 'No'), (3705, 50655, 'No'), (4531, 158866, 'No'), (25453, 193586, 'Yes'), (3705, 79706, 'No'), (11027, 101780, 'Yes'), (11027, 63873, 'Yes'), (11027, 118912, 'Yes'), (3705, 180390, 'No')]"
4182,143017,kor,"[(11027, 51332, 'No'), (25678, 93990, 'No'), (4555, 193594, 'No'), (11027, 118912, 'Yes'), (16449, 118598, 'Yes'), (3705, 50655, 'No'), (19781, 50687, 'No'), (25453, 193586, 'Yes'), (11027, 63873, 'Yes'), (11027, 101780, 'Yes')]"
4182,155421,kor,"[(11027, 51332, 'No'), (11027, 101780, 'Yes'), (7330, 50049, 'No'), (11027, 63873, 'Yes'), (4555, 193594, 'No'), (11027, 122835, 'Yes'), (11027, 22330, 'No'), (11027, 63859, 'Yes'), (25678, 93990, 'No'), (11027, 118912, 'Yes')]"
4182,68637,kor,"[(7330, 50049, 'No'), (11027, 84344, 'No'), (4531, 158866, 'No'), (11027, 122835, 'Yes'), (25678, 93990, 'No'), (8707, 81414, 'No'), (11027, 63873, 'Yes'), (11027, 101780, 'Yes'), (11027, 63859, 'Yes'), (11027, 118912, 'Yes')]"
4182,73770,kor,"[(25678, 93990, 'No'), (11027, 63859, 'Yes'), (4531, 158866, 'No'), (20050, 193423, 'No'), (9690, 17193, 'Yes'), (25453, 193586, 'Yes'), (11027, 118912, 'Yes'), (11027, 101780, 'Yes'), (3705, 180390, 'No'), (19781, 120676, 'No')]"
4182,143016,kor,"[(11027, 51332, 'No'), (16449, 118598, 'Yes'), (4531, 158866, 'No'), (25453, 193586, 'Yes'), (11027, 118912, 'Yes'), (11027, 63873, 'Yes'), (25678, 93990, 'No'), (3705, 50655, 'No'), (11027, 101780, 'Yes'), (19781, 50687, 'No')]"
4182,195362,kor,"[(25453, 193586, 'Yes'), (11027, 118912, 'Yes'), (11027, 101780, 'Yes'), (3705, 50655, 'No'), (11027, 63859, 'Yes'), (4555, 193594, 'No'), (4531, 158866, 'No'), (11027, 63873, 'Yes'), (25678, 93990, 'No'), (11027, 51332, 'No')]"
4182,9721,kor,"[(11027, 101780, 'Yes'), (11027, 63861, 'No'), (11027, 63873, 'Yes'), (11027, 63859, 'Yes'), (7330, 49840, 'No'), (3705, 50655, 'No'), (11027, 22330, 'No'), (25453, 193586, 'Yes'), (11027, 63879, 'No'), (11027, 118912, 'Yes')]"
4182,140661,kor,"[(11027, 122835, 'Yes'), (11027, 63859, 'Yes'), (11027, 179481, 'No'), (4883, 49661, 'No'), (11027, 118912, 'Yes'), (11027, 101780, 'Yes'), (11027, 51332, 'No'), (7330, 50049, 'No'), (25678, 93990, 'No'), (16449, 118598, 'Yes')]"
4182,160594,kor,"[(22806, 187902, 'No'), (11027, 118912, 'Yes'), (3705, 176958, 'No'), (3705, 176957, 'No'), (3705, 176954, 'No'), (585, 113990, 'No'), (22806, 173368, 'Yes'), (22806, 158635, 'Yes'), (7496, 83000, 'Yes'), (7496, 18473, 'Yes')]"
4182,141963,kor,"[(16449, 162707, 'No'), (11027, 63873, 'Yes'), (11027, 118912, 'Yes'), (16449, 161461, 'No'), (9872, 71598, 'Yes'), (16449, 118598, 'Yes'), (11027, 51332, 'No'), (4531, 158866, 'No'), (16449, 159651, 'No'), (9872, 71597, 'Yes')]"
4182,168689,kor,"[(11027, 63873, 'Yes'), (11027, 84344, 'No'), (7496, 18473, 'Yes'), (11027, 16151, 'No'), (11027, 51332, 'No'), (25678, 93990, 'No'), (4531, 158866, 'No'), (11027, 101780, 'Yes'), (11027, 122835, 'Yes'), (11027, 118912, 'Yes')]"
26711,8600,kor,"[(8782, 143316, 'No'), (18703, 52260, 'No'), (17514, 58269, 'No'), (8782, 120845, 'No'), (8782, 155418, 'Yes'), (22912, 21318, 'No'), (7496, 18473, 'Yes'), (9690, 17193, 'Yes'), (7496, 16903, 'Yes'), (7496, 150251, 'Yes')]"
26711,8654,kor,"[(8782, 120872, 'Yes'), (18703, 52260, 'No'), (7496, 18473, 'Yes'), (9690, 17193, 'Yes'), (8782, 120845, 'No'), (22912, 21318, 'No'), (7496, 117373, 'Yes'), (585, 113990, 'No'), (4531, 47406, 'No'), (8782, 155418, 'Yes')]"
26711,205445,kor,"[(7496, 14104, 'Yes'), (7496, 18473, 'Yes'), (4531, 158866, 'No'), (8782, 120845, 'No'), (22806, 158635, 'Yes'), (17514, 58269, 'No'), (22806, 136287, 'No'), (17514, 129484, 'Yes'), (8782, 113887, 'No'), (7496, 150251, 'Yes')]"
26711,205488,kor,"[(8782, 113887, 'No'), (22912, 21318, 'No'), (22806, 157865, 'Yes'), (22806, 158635, 'Yes'), (7496, 18473, 'Yes'), (8782, 120872, 'Yes'), (9690, 17193, 'Yes'), (17514, 58269, 'No'), (8782, 120845, 'No'), (18703, 52260, 'No')]"
26711,205611,kor,"[(585, 113990, 'No'), (18703, 52260, 'No'), (7496, 16903, 'Yes'), (9690, 17193, 'Yes'), (4531, 158866, 'No'), (22806, 158635, 'Yes'), (8782, 113887, 'No'), (8782, 143316, 'No'), (8782, 155418, 'Yes'), (7496, 18473, 'Yes')]"
26711,205724,kor,"[(4531, 47406, 'No'), (22912, 21318, 'No'), (9690, 17193, 'Yes'), (8782, 113887, 'No'), (25678, 93990, 'No'), (8782, 29174, 'Yes'), (585, 113990, 'No'), (8782, 120872, 'Yes'), (7496, 16903, 'Yes'), (8782, 155418, 'Yes')]"
26711,148,kor,"[(9690, 17193, 'Yes'), (22806, 187902, 'No'), (4531, 47406, 'No'), (8782, 120872, 'Yes'), (8782, 104657, 'No'), (8782, 143316, 'No'), (7496, 18473, 'Yes'), (7496, 150251, 'Yes'), (7496, 15833, 'Yes'), (585, 113990, 'No')]"
26711,205591,kor,"[(9690, 17193, 'Yes'), (22912, 21318, 'No'), (8782, 120845, 'No'), (585, 113990, 'No'), (8782, 155418, 'Yes'), (4531, 158866, 'No'), (22806, 158635, 'Yes'), (18703, 52260, 'No'), (8782, 120872, 'Yes'), (22806, 157865, 'Yes')]"
26711,205422,kor,"[(18703, 52260, 'No'), (7496, 18473, 'Yes'), (8782, 155418, 'Yes'), (9690, 17193, 'Yes'), (17514, 165187, 'No'), (19781, 50687, 'No'), (22806, 187902, 'No'), (22806, 158635, 'Yes'), (8782, 113887, 'No'), (8782, 120872, 'Yes')]"
26711,99203,kor,"[(9690, 17193, 'Yes'), (22806, 187902, 'No'), (8782, 155418, 'Yes'), (22806, 158635, 'Yes'), (8782, 120872, 'Yes'), (585, 113990, 'No'), (18703, 52260, 'No'), (4531, 158866, 'No'), (8782, 113887, 'No'), (7496, 18473, 'Yes')]"
4184,109740,slk,"[(11027, 101780, 'Yes'), (16449, 118598, 'Yes'), (4555, 193594, 'No'), (26746, 45440, 'No'), (7496, 18473, 'Yes'), (4531, 158866, 'No'), (4591, 197399, 'Yes'), (7496, 117373, 'Yes'), (4555, 187239, 'No'), (7330, 49840, 'No')]"
4184,109738,slk,"[(4591, 197399, 'Yes'), (3705, 176954, 'No'), (3705, 176957, 'No'), (4591, 7349, 'Yes'), (4555, 193594, 'No'), (25453, 193586, 'Yes'), (4531, 158866, 'No'), (7496, 18473, 'Yes'), (585, 113990, 'No'), (11027, 122835, 'Yes')]"
4184,133496,slk,"[(25453, 193586, 'Yes'), (7496, 18473, 'Yes'), (11027, 101780, 'Yes'), (4555, 193594, 'No'), (3705, 176957, 'No'), (6695, 146541, 'Yes'), (4591, 7349, 'Yes'), (3705, 176954, 'No'), (26746, 165768, 'No'), (585, 113990, 'No')]"
4184,145250,slk,"[(4591, 26675, 'Yes'), (11027, 122835, 'Yes'), (4591, 7349, 'Yes'), (4555, 189132, 'No'), (4555, 193594, 'No'), (22806, 187902, 'No'), (11027, 101780, 'Yes'), (26746, 45440, 'No'), (4531, 158866, 'No'), (4591, 197399, 'Yes')]"
4184,124597,slk,"[(25453, 193586, 'Yes'), (3705, 176957, 'No'), (4591, 7349, 'Yes'), (585, 113990, 'No'), (11027, 122835, 'Yes'), (22806, 187902, 'No'), (4555, 193594, 'No'), (11027, 101780, 'Yes'), (4591, 26675, 'Yes'), (3705, 176954, 'No')]"
4184,59900,slk,"[(3705, 176957, 'No'), (4555, 193594, 'No'), (11027, 101780, 'Yes'), (25453, 193586, 'Yes'), (22806, 187902, 'No'), (7496, 18473, 'Yes'), (22806, 158635, 'Yes'), (3705, 176954, 'No'), (4591, 7349, 'Yes'), (585, 113990, 'No')]"
4184,31287,slk,"[(4555, 193594, 'No'), (7496, 18473, 'Yes'), (25453, 193430, 'No'), (4555, 190735, 'Yes'), (4555, 189132, 'No'), (22806, 187902, 'No'), (4591, 7349, 'Yes'), (7496, 150251, 'Yes'), (25453, 193586, 'Yes'), (585, 113990, 'No')]"
4184,139749,slk,"[(11027, 101780, 'Yes'), (11027, 122835, 'Yes'), (585, 113990, 'No'), (4555, 193594, 'No'), (7496, 18473, 'Yes'), (4555, 189132, 'No'), (4591, 7349, 'Yes'), (4591, 193490, 'No'), (25453, 193430, 'No'), (25453, 193586, 'Yes')]"
4184,74774,slk,"[(9690, 17193, 'Yes'), (4591, 7349, 'Yes'), (11027, 122835, 'Yes'), (4555, 205446, 'No'), (25453, 193586, 'Yes'), (11027, 101780, 'Yes'), (3705, 176954, 'No'), (585, 113990, 'No'), (22806, 187902, 'No'), (4555, 193594, 'No')]"
4184,95121,slk,"[(11027, 101780, 'Yes'), (7496, 18473, 'Yes'), (585, 113990, 'No'), (11027, 122835, 'Yes'), (3705, 176954, 'No'), (3705, 176957, 'No'), (4591, 7349, 'Yes'), (4555, 189132, 'No'), (25453, 193586, 'Yes'), (4555, 193594, 'No')]"
4184,75576,slk,"[(4531, 158866, 'No'), (16449, 118598, 'Yes'), (25453, 193586, 'Yes'), (4555, 193594, 'No'), (11027, 118912, 'Yes'), (20050, 193423, 'No'), (4591, 197399, 'Yes'), (7330, 49840, 'No'), (25453, 193430, 'No'), (11769, 71386, 'Yes')]"
4184,154308,slk,"[(4591, 197399, 'Yes'), (4591, 101990, 'Yes'), (4531, 158866, 'No'), (25453, 193586, 'Yes'), (4591, 163535, 'No'), (4555, 193594, 'No'), (4591, 26675, 'Yes'), (6695, 93973, 'No'), (11027, 63873, 'Yes'), (16449, 161461, 'No')]"
4184,30876,slk,"[(7496, 18473, 'Yes'), (6695, 93973, 'No'), (25453, 193430, 'No'), (11027, 118912, 'Yes'), (4531, 158866, 'No'), (25453, 193586, 'Yes'), (7330, 49840, 'No'), (11769, 71386, 'Yes'), (4555, 193594, 'No'), (16449, 118598, 'Yes')]"
4184,19542,slk,"[(22806, 158635, 'Yes'), (4555, 193594, 'No'), (16449, 161461, 'No'), (4555, 193470, 'No'), (4591, 101990, 'Yes'), (20050, 193423, 'No'), (6695, 93973, 'No'), (25453, 193586, 'Yes'), (11027, 63859, 'Yes'), (4591, 197399, 'Yes')]"
4184,117029,slk,"[(4555, 193594, 'No'), (7496, 18473, 'Yes'), (11027, 63859, 'Yes'), (25453, 193430, 'No'), (4591, 101990, 'Yes'), (20050, 193423, 'No'), (4531, 158866, 'No'), (25453, 193586, 'Yes'), (16449, 118598, 'Yes'), (6695, 93973, 'No')]"
4184,75772,slk,"[(16449, 118598, 'Yes'), (11027, 101780, 'Yes'), (4531, 158866, 'No'), (7330, 50049, 'No'), (4555, 193594, 'No'), (4555, 188148, 'No'), (22806, 187902, 'No'), (11027, 118912, 'Yes'), (11027, 122835, 'Yes'), (7496, 18473, 'Yes')]"
4184,143232,slk,"[(4555, 193594, 'No'), (25453, 193586, 'Yes'), (4555, 193470, 'No'), (11769, 71386, 'Yes'), (25453, 193430, 'No'), (11027, 118912, 'Yes'), (16449, 118598, 'Yes'), (4591, 197399, 'Yes'), (4531, 158866, 'No'), (6695, 93973, 'No')]"
4184,141808,slk,"[(26746, 45440, 'No'), (4555, 193594, 'No'), (11769, 71386, 'Yes'), (25453, 193586, 'Yes'), (11027, 118912, 'Yes'), (16449, 118598, 'Yes'), (6695, 93973, 'No'), (4531, 158866, 'No'), (7330, 49840, 'No'), (4591, 197399, 'Yes')]"
4184,135981,slk,"[(25453, 193586, 'Yes'), (16449, 118598, 'Yes'), (7330, 50049, 'No'), (22806, 187902, 'No'), (4555, 193594, 'No'), (4531, 158866, 'No'), (25453, 193430, 'No'), (11027, 118912, 'Yes'), (22806, 158635, 'Yes'), (7330, 54659, 'Yes')]"
4184,75622,slk,"[(4555, 193594, 'No'), (4531, 158866, 'No'), (22806, 158635, 'Yes'), (16449, 118598, 'Yes'), (4591, 101990, 'Yes'), (25453, 193430, 'No'), (17514, 165187, 'No'), (4591, 173011, 'No'), (4591, 7349, 'Yes'), (25453, 193586, 'Yes')]"
4184,116704,slk,"[(11027, 118912, 'Yes'), (4591, 7349, 'Yes'), (22806, 187902, 'No'), (25453, 193586, 'Yes'), (25453, 193430, 'No'), (4531, 158866, 'No'), (7330, 50049, 'No'), (11027, 63859, 'Yes'), (4555, 193594, 'No'), (16449, 118598, 'Yes')]"
4184,75608,slk,"[(11769, 71386, 'Yes'), (6695, 93973, 'No'), (7330, 54659, 'Yes'), (4555, 193594, 'No'), (16449, 118598, 'Yes'), (4531, 158866, 'No'), (25453, 193430, 'No'), (25453, 193586, 'Yes'), (7330, 50049, 'No'), (11027, 118912, 'Yes')]"
4184,130548,slk,"[(4591, 7349, 'Yes'), (11027, 63873, 'Yes'), (4531, 158866, 'No'), (11769, 71386, 'Yes'), (25453, 193586, 'Yes'), (11027, 63859, 'Yes'), (4555, 193470, 'No'), (22806, 187902, 'No'), (3705, 176954, 'No'), (4555, 193594, 'No')]"
4184,24645,slk,"[(4555, 193594, 'No'), (16449, 118598, 'Yes'), (6695, 93973, 'No'), (25453, 193586, 'Yes'), (7330, 50049, 'No'), (4531, 158866, 'No'), (4591, 7349, 'Yes'), (4591, 101990, 'Yes'), (3705, 176954, 'No'), (4591, 197399, 'Yes')]"
4184,18993,slk,"[(4555, 193594, 'No'), (22806, 187902, 'No'), (25453, 193586, 'Yes'), (4591, 7349, 'Yes'), (11027, 63859, 'Yes'), (16449, 118598, 'Yes'), (7330, 151494, 'Yes'), (6695, 93973, 'No'), (7330, 50049, 'No'), (4555, 165323, 'No')]"
4184,91370,slk,"[(4555, 193594, 'No'), (25453, 193586, 'Yes'), (11027, 101780, 'Yes'), (4591, 7349, 'Yes'), (3705, 176954, 'No'), (4555, 189132, 'No'), (4555, 188148, 'No'), (4591, 26675, 'Yes'), (4591, 101990, 'Yes'), (4531, 158866, 'No')]"
4184,109739,slk,"[(7330, 50049, 'No'), (4591, 7349, 'Yes'), (11027, 122835, 'Yes'), (4531, 158866, 'No'), (4555, 188148, 'No'), (4591, 197399, 'Yes'), (4555, 193594, 'No'), (25453, 193586, 'Yes'), (11027, 101780, 'Yes'), (4555, 189132, 'No')]"
4184,143231,slk,"[(4591, 7349, 'Yes'), (4555, 193594, 'No'), (7330, 54659, 'Yes'), (7330, 50049, 'No'), (11027, 118912, 'Yes'), (4531, 158866, 'No'), (25453, 193586, 'Yes'), (16449, 118598, 'Yes'), (6695, 93973, 'No'), (22806, 187902, 'No')]"
4184,18907,slk,"[(22806, 158635, 'Yes'), (4555, 193594, 'No'), (4555, 187239, 'No'), (25453, 193586, 'Yes'), (22806, 187902, 'No'), (4591, 101990, 'Yes'), (4591, 197399, 'Yes'), (16449, 161461, 'No'), (11769, 71386, 'Yes'), (4555, 193470, 'No')]"
4184,75577,slk,"[(6695, 93973, 'No'), (16449, 118598, 'Yes'), (11027, 118912, 'Yes'), (11027, 63859, 'Yes'), (4531, 158866, 'No'), (22806, 187902, 'No'), (4555, 193594, 'No'), (11769, 71386, 'Yes'), (7330, 50049, 'No'), (7330, 54659, 'Yes')]"
4184,143240,slk,"[(4591, 197399, 'Yes'), (16449, 118598, 'Yes'), (7330, 49840, 'No'), (25453, 193586, 'Yes'), (11769, 71386, 'Yes'), (11027, 118912, 'Yes'), (4531, 158866, 'No'), (4555, 193594, 'No'), (25453, 193430, 'No'), (7330, 50049, 'No')]"
