post_id,factcheck_id,post_language,factcheck_language,rating
12509,61226,ces,ces,Yes
12509,147863,ces,ces,No
12509,75767,ces,ces,No
12509,43603,ces,ces,No
12509,106799,ces,ces,No
12509,114335,ces,ces,No
12509,113334,ces,ces,No
12509,134073,ces,ces,No
12509,78840,ces,ces,No
26846,51114,spa,spa,No
26846,81013,spa,spa,No
26846,90585,spa,spa,No
26846,81017,spa,spa,Yes
26846,80751,spa,spa,No
26846,59055,spa,spa,No
26846,140980,spa,spa,No
26846,123546,spa,spa,No
26846,139563,spa,spa,No
26846,152141,spa,spa,No
22750,162411,bul,bul,No
22750,162435,bul,bul,No
22750,159968,bul,bul,No
22750,162440,bul,bul,No
22750,159970,bul,bul,Yes
22750,162426,bul,bul,No
22750,161744,bul,bul,No
22750,161878,bul,bul,No
22750,161408,bul,bul,No
22750,160090,bul,bul,No
16606,55519,hun,hun,Yes
16606,49422,hun,hun,No
16606,94297,hun,hun,No
16606,55515,hun,hun,No
16606,55517,hun,hun,No
16606,15580,hun,hun,No
16606,14610,hun,hun,No
16606,28442,hun,hun,No
16606,55501,hun,hun,No
16606,55514,hun,hun,No
16606,110922,hun,pol,Yes
16606,110923,hun,pol,Yes
16606,92489,hun,pol,Yes
16606,32814,hun,pol,Yes
16606,93985,hun,pol,No
16606,100142,hun,pol,Yes
16606,57309,hun,pol,Yes
22753,161965,bul,bul,No
22753,41236,bul,bul,Yes
22753,161072,bul,bul,No
22753,161744,bul,bul,No
22753,159972,bul,bul,No
22753,162392,bul,bul,No
22753,99202,bul,bul,No
22753,162436,bul,bul,No
22753,160756,bul,bul,No
22753,162360,bul,bul,No
14562,134961,pol,hbs,Yes
14562,106761,pol,hbs,No
14562,52956,pol,hbs,No
14562,74032,pol,hbs,No
14562,146875,pol,hbs,No
14562,122240,pol,hbs,No
14562,46951,pol,hbs,No
14562,83799,pol,hbs,No
14562,88661,pol,hbs,No
14562,33845,pol,hbs,No
14562,56045,pol,hbs,No
14562,87856,pol,hbs,No
14562,9072,pol,hbs,No
14562,199106,pol,hbs,No
14562,151488,pol,hbs,No
14562,124778,pol,hbs,No
14562,134955,pol,hbs,No
14562,107547,pol,hbs,No
14562,120455,pol,hbs,No
14559,75478,slk,eng,No
14559,30954,slk,eng,No
14559,200357,slk,eng,No
12516,36391,ron,ron,Yes
12516,21111,ron,ron,No
12516,31142,ron,ron,No
12516,107268,ron,ron,No
12516,21103,ron,ron,No
12516,21104,ron,ron,No
12516,100130,ron,ron,No
12516,21110,ron,ron,No
12516,55371,ron,ron,No
12516,21090,ron,ron,No
22757,161891,bul,bul,Yes
22757,161965,bul,bul,No
22757,161716,bul,bul,No
22757,161744,bul,bul,No
22757,161399,bul,bul,No
22757,162392,bul,bul,No
22757,160090,bul,bul,No
22757,99202,bul,bul,No
22757,161173,bul,bul,No
22757,160670,bul,bul,No
22756,160900,bul,bul,Yes
22756,162623,bul,bul,No
22756,162407,bul,bul,No
22756,162421,bul,bul,No
22756,162411,bul,bul,No
22756,159542,bul,bul,No
22756,162404,bul,bul,No
22756,162420,bul,bul,No
22756,160093,bul,bul,No
22756,161180,bul,bul,No
14567,122956,pol,pol,Yes
14567,122946,pol,pol,Yes
14567,122947,pol,pol,Yes
14567,151605,pol,pol,Yes
14567,123034,pol,pol,Yes
14567,151564,pol,pol,Yes
14567,92472,pol,pol,No
14567,150581,pol,pol,No
14567,124863,pol,pol,No
14567,11137,pol,pol,No
22760,139423,hbs,hbs,Yes
22760,121558,hbs,hbs,No
22760,94273,hbs,hbs,No
22760,200492,hbs,hbs,Yes
22760,56523,hbs,hbs,No
22760,11161,hbs,hbs,No
22760,154003,hbs,hbs,No
22760,133218,hbs,hbs,No
22760,56522,hbs,hbs,No
22760,56520,hbs,hbs,No
22761,162623,bul,bul,Yes
22761,160900,bul,bul,No
22761,162421,bul,bul,No
22761,162404,bul,bul,No
22761,162411,bul,bul,No
22761,162418,bul,bul,No
22761,162420,bul,bul,No
22761,162652,bul,bul,No
22761,162426,bul,bul,No
22761,162379,bul,bul,No
10471,14623,deu,fra,No
10471,52699,deu,fra,No
10471,80879,deu,fra,No
10471,80880,deu,fra,No
10471,44353,deu,fra,No
22768,162439,bul,bul,Yes
22768,162440,bul,bul,No
22768,162430,bul,bul,No
22768,162357,bul,bul,No
22768,162356,bul,bul,No
22768,162416,bul,bul,No
22768,161957,bul,bul,No
22768,133437,bul,bul,No
22768,161180,bul,bul,No
22768,162414,bul,bul,No
12531,109803,ron,ron,Yes
12531,109806,ron,ron,No
12531,109808,ron,ron,No
12531,109807,ron,ron,No
12531,119173,ron,ron,No
12531,139054,ron,ron,No
12531,139186,ron,ron,No
12531,63824,ron,ron,No
12531,65414,ron,ron,No
12531,137206,ron,ron,No
26870,55501,hun,hun,Yes
26870,64064,hun,hun,No
26870,55507,hun,hun,Yes
26870,55538,hun,hun,Yes
26870,55504,hun,hun,No
26870,28450,hun,hun,No
26870,55541,hun,hun,No
26870,55512,hun,hun,No
26870,28451,hun,hun,No
26870,55537,hun,hun,No
26873,12056,por,por,Yes
26873,28599,por,por,Yes
26873,85571,por,por,Yes
26873,96777,por,por,No
26873,75565,por,por,No
26873,409,por,por,No
26873,3437,por,por,No
26873,3086,por,por,No
26873,45925,por,por,No
26873,4109,por,por,No
22778,161199,bul,bul,Yes
22778,162409,bul,bul,No
22778,162093,bul,bul,No
22778,162417,bul,bul,No
22778,162428,bul,bul,No
22778,162418,bul,bul,No
22778,162360,bul,bul,No
22778,162421,bul,bul,No
22778,162420,bul,bul,No
22778,160090,bul,bul,No
22779,162408,bul,bul,Yes
22779,159905,bul,bul,Yes
22779,162440,bul,bul,No
22779,162420,bul,bul,No
22779,162093,bul,bul,No
22779,162435,bul,bul,No
22779,160090,bul,bul,No
22779,160093,bul,bul,No
22779,162407,bul,bul,No
22779,162418,bul,bul,No
6397,73985,nld,nld,Yes
6397,98412,nld,nld,Yes
6397,49376,nld,nld,Yes
6397,73984,nld,nld,No
6397,98372,nld,nld,Yes
6397,34774,nld,nld,No
6397,93247,nld,nld,No
6397,74033,nld,nld,No
6397,40371,nld,nld,No
6397,28129,nld,nld,No
6397,42650,nld,deu,Yes
6397,37555,nld,deu,Yes
6397,27839,nld,deu,Yes
6397,156774,nld,deu,No
6397,74164,nld,deu,No
6397,49772,nld,deu,No
10493,28437,hun,hun,Yes
10493,94297,hun,hun,No
10493,13881,hun,hun,No
10493,11980,hun,hun,No
10493,11981,hun,hun,No
10493,14610,hun,hun,No
10493,14620,hun,hun,No
10493,28442,hun,hun,No
10493,14618,hun,hun,No
10493,12647,hun,hun,No
10493,148334,hun,pol,No
10493,148335,hun,pol,No
10493,123040,hun,pol,No
10493,100162,hun,pol,Yes
10493,123034,hun,pol,No
10493,148331,hun,pol,No
10493,148332,hun,pol,No
10493,89783,hun,pol,Yes
10493,148333,hun,pol,No
10493,123056,hun,pol,No
10493,123004,hun,pol,No
10493,123016,hun,pol,No
10493,114881,hun,pol,No
4352,100052,ces,pol,No
4352,29156,ces,pol,No
4352,34506,ces,pol,No
4352,37585,ces,pol,No
4352,93888,ces,pol,No
4352,122923,ces,pol,No
4352,197114,ces,eng,No
4352,106732,ces,pol,No
4352,149905,ces,pol,No
4352,138920,ces,pol,No
4352,109855,ces,eng,No
4352,123009,ces,pol,No
4352,157594,ces,pol,No
4352,123038,ces,pol,No
4352,97323,ces,pol,No
4352,78320,ces,pol,No
4352,98465,ces,pol,No
4352,123033,ces,pol,No
4352,93880,ces,pol,No
4352,123049,ces,pol,No
4352,110234,ces,pol,No
4352,3830,ces,pol,No
4352,157499,ces,pol,No
4352,28087,ces,eng,No
4352,91429,ces,pol,No
4352,97276,ces,pol,No
4352,106848,ces,pol,No
4352,78310,ces,pol,No
4352,114864,ces,pol,No
4352,151235,ces,eng,No
4352,123034,ces,pol,No
4352,122929,ces,pol,No
4352,100043,ces,pol,No
4352,197838,ces,eng,No
4352,202337,ces,pol,No
4352,122965,ces,pol,No
4352,100236,ces,pol,No
4352,34504,ces,pol,No
4352,75275,ces,pol,No
4352,123008,ces,pol,No
4352,8393,ces,pol,No
4352,122980,ces,pol,No
4352,123026,ces,pol,No
4352,138360,ces,pol,No
4352,93936,ces,pol,No
4352,123017,ces,pol,No
4352,77451,ces,pol,No
4352,98798,ces,pol,No
4352,148628,ces,pol,No
4352,9519,ces,eng,No
4352,106322,ces,pol,No
4352,195115,ces,eng,No
4352,99817,ces,pol,No
4352,135662,ces,eng,No
4352,34505,ces,pol,No
4352,124183,ces,pol,No
4352,160594,ces,eng,No
6403,167346,eng,ara,No
6403,177000,eng,ara,Yes
6403,177029,eng,ara,Yes
6403,171890,eng,ara,No
6403,171047,eng,ara,No
12548,71198,eng,eng,Yes
12548,194066,eng,eng,Yes
12548,20690,eng,eng,No
12548,92124,eng,eng,Yes
12548,92125,eng,eng,Yes
12548,126724,eng,eng,Yes
12548,103174,eng,eng,No
12548,93445,eng,eng,Yes
12548,8468,eng,eng,No
12548,118276,eng,eng,No
4358,56572,por,por,Yes
4358,13729,por,por,No
4358,60160,por,por,No
4358,14850,por,por,No
4358,32327,por,por,No
4358,14851,por,por,No
4358,76327,por,por,No
4358,76332,por,por,No
4358,48702,por,por,No
4358,47571,por,por,No
22790,161524,bul,bul,Yes
22790,160919,bul,bul,No
22790,124175,bul,bul,No
22790,161462,bul,bul,No
22790,133437,bul,bul,No
22790,41236,bul,bul,No
22790,162360,bul,bul,No
22790,160365,bul,bul,No
22790,162435,bul,bul,No
22790,161047,bul,bul,No
6407,176554,eng,ara,No
6407,174059,eng,ara,No
6407,7758,eng,ara,No
22793,162437,bul,bul,Yes
22793,162420,bul,bul,Yes
22793,162855,bul,bul,No
22793,162426,bul,bul,No
22793,162412,bul,bul,No
22793,159443,bul,bul,No
22793,160092,bul,bul,No
22793,162407,bul,bul,No
22793,162404,bul,bul,No
22793,160093,bul,bul,No
10507,57178,hbs,hbs,Yes
10507,56045,hbs,hbs,Yes
10507,33116,hbs,hbs,Yes
10507,52956,hbs,hbs,Yes
10507,78710,hbs,hbs,No
10507,9072,hbs,hbs,No
10507,202145,hbs,hbs,No
10507,83799,hbs,hbs,No
10507,42429,hbs,hbs,No
10507,87856,hbs,hbs,No
14604,197394,pol,hbs,No
14604,41069,pol,hbs,No
14604,31257,pol,hbs,Yes
14604,152897,pol,hbs,No
14604,72322,pol,hbs,No
14604,31284,pol,hbs,No
14604,92537,pol,hbs,No
22797,162093,bul,bul,No
22797,162379,bul,bul,No
22797,162407,bul,bul,No
22797,162411,bul,bul,No
22797,162359,bul,bul,No
22797,162420,bul,bul,No
22797,162404,bul,bul,No
22797,162426,bul,bul,No
22797,162421,bul,bul,No
22797,161180,bul,bul,No
12559,136441,hbs,hbs,Yes
12559,197976,hbs,hbs,No
12559,157574,hbs,hbs,No
12559,198740,hbs,hbs,No
12559,141043,hbs,hbs,No
12559,97608,hbs,hbs,No
12559,201694,hbs,hbs,No
12559,202560,hbs,hbs,No
12559,114601,hbs,hbs,No
12559,202330,hbs,hbs,No
22800,77068,hbs,hbs,No
22800,154003,hbs,hbs,No
22800,154010,hbs,hbs,No
22800,154007,hbs,hbs,No
22800,199393,hbs,hbs,No
22800,93166,hbs,hbs,No
22800,195674,hbs,hbs,No
22800,22857,hbs,hbs,No
22800,139441,hbs,hbs,No
22800,63052,hbs,hbs,No
22801,162418,bul,bul,Yes
22801,162412,bul,bul,No
22801,161180,bul,bul,No
22801,162421,bul,bul,No
22801,162416,bul,bul,No
22801,162407,bul,bul,No
22801,162420,bul,bul,No
22801,162409,bul,bul,No
22801,162093,bul,bul,No
22801,160090,bul,bul,No
22805,199393,hbs,hbs,No
22805,3797,hbs,hbs,No
22805,139440,hbs,hbs,No
22805,41069,hbs,hbs,No
22805,136283,hbs,hbs,No
22805,139434,hbs,hbs,No
22805,6250,hbs,hbs,No
22805,87329,hbs,hbs,No
22805,195463,hbs,hbs,No
22805,157623,hbs,hbs,No
6421,169992,eng,ara,Yes
22807,162437,bul,bul,Yes
22807,162806,bul,bul,No
22807,162443,bul,bul,No
22807,160092,bul,bul,No
22807,162420,bul,bul,No
22807,162412,bul,bul,No
22807,159443,bul,bul,No
22807,161180,bul,bul,No
22807,162404,bul,bul,No
22807,162426,bul,bul,No
18712,193315,tha,tha,No
18712,193296,tha,tha,No
18712,193255,tha,tha,No
18712,10587,tha,tha,No
18712,193599,tha,tha,No
18712,193606,tha,tha,No
18712,193471,tha,tha,No
18712,193312,tha,tha,No
18712,193313,tha,tha,No
18712,193557,tha,tha,No
18712,198368,tha,por,No
18712,197728,tha,por,No
18712,198367,tha,por,No
18712,96396,tha,por,No
18712,4029,tha,por,No
18712,84013,tha,por,No
18712,40182,tha,por,No
18712,136575,tha,por,No
18712,88619,tha,por,No
18712,96915,tha,por,No
18712,53092,tha,por,No
18712,42998,tha,por,No
18712,4274,tha,por,No
18712,96929,tha,por,No
4377,138978,slk,slk,Yes
4377,95121,slk,slk,No
4377,133949,slk,slk,No
4377,74772,slk,slk,No
4377,74774,slk,slk,No
4377,111000,slk,slk,No
4377,108281,slk,slk,No
4377,146908,slk,slk,No
4377,112219,slk,slk,No
4377,146812,slk,slk,No
4377,70730,slk,eng,Yes
4377,95371,slk,ces,No
4377,41070,slk,ces,No
4377,103198,slk,eng,No
4377,74689,slk,eng,Yes
4377,146802,slk,ces,No
4377,74702,slk,eng,Yes
4377,196512,slk,eng,No
4377,124596,slk,ces,No
4377,199908,slk,eng,No
22809,161645,bul,bul,Yes
22809,161907,bul,bul,No
22809,159557,bul,bul,No
22809,162404,bul,bul,No
22809,154024,bul,bul,No
22809,162421,bul,bul,No
22809,133437,bul,bul,No
22809,160365,bul,bul,No
22809,162379,bul,bul,No
22809,162409,bul,bul,No
22811,157578,hbs,hbs,Yes
22811,59936,hbs,hbs,Yes
22811,120531,hbs,hbs,Yes
22811,87321,hbs,hbs,Yes
22811,59951,hbs,hbs,Yes
22811,29233,hbs,hbs,Yes
22811,93166,hbs,hbs,No
22811,95369,hbs,hbs,Yes
22811,157623,hbs,hbs,No
22811,194095,hbs,hbs,No
22813,162423,bul,bul,No
22813,160756,bul,bul,No
22813,110744,bul,bul,No
22813,160090,bul,bul,No
22813,162471,bul,bul,No
22813,162411,bul,bul,No
22813,10293,bul,bul,No
22813,162435,bul,bul,No
22813,159972,bul,bul,Yes
22813,161072,bul,bul,No
26911,81277,fra,fra,No
26911,52623,fra,fra,No
26911,137953,fra,fra,Yes
26911,52282,fra,fra,No
26911,137257,fra,fra,No
26911,82391,fra,fra,No
26911,137952,fra,fra,No
26911,82695,fra,fra,No
26911,81105,fra,fra,No
26911,136964,fra,fra,No
26915,109809,ron,ron,Yes
26915,96943,ron,ron,No
26915,55371,ron,ron,No
26915,21103,ron,ron,No
26915,21099,ron,ron,No
26915,21117,ron,ron,No
26915,21108,ron,ron,No
26915,109806,ron,ron,No
26915,34080,ron,ron,No
26915,97117,ron,ron,No
26917,48265,ron,ron,Yes
26917,139183,ron,ron,No
26917,21086,ron,ron,No
26917,36259,ron,ron,No
26917,133124,ron,ron,No
26917,110442,ron,ron,No
26917,21114,ron,ron,No
26917,21103,ron,ron,No
26917,96495,ron,ron,No
26917,97118,ron,ron,No
12584,129971,eng,eng,Yes
12584,26884,eng,eng,Yes
12584,72762,eng,eng,No
12584,75617,eng,eng,No
12584,5643,eng,eng,No
12584,140,eng,eng,No
12584,30921,eng,eng,Yes
12584,62091,eng,eng,No
12584,1323,eng,eng,No
12584,6314,eng,eng,No
12586,34750,eng,eng,Yes
12586,139064,eng,eng,No
12586,131400,eng,eng,Yes
12586,120237,eng,eng,Yes
12586,130332,eng,eng,Yes
12586,118237,eng,eng,No
12586,120240,eng,eng,No
12586,34547,eng,eng,Yes
12586,34414,eng,eng,No
12586,90320,eng,eng,No
18730,109746,pol,pol,Yes
18730,109745,pol,pol,Yes
18730,157504,pol,pol,Yes
18730,110737,pol,pol,Yes
18730,84798,pol,pol,No
18730,122952,pol,pol,No
18730,123005,pol,pol,No
18730,109765,pol,pol,Yes
18730,124764,pol,pol,No
18730,157503,pol,pol,No
16684,157623,hbs,hbs,Yes
16684,87329,hbs,hbs,No
16684,140032,hbs,hbs,No
16684,41069,hbs,hbs,Yes
16684,78848,hbs,hbs,No
16684,93166,hbs,hbs,No
16684,154010,hbs,hbs,No
16684,95367,hbs,hbs,No
16684,64480,hbs,hbs,No
16684,78931,hbs,hbs,No
26926,157865,ell,ell,Yes
26926,158635,ell,ell,Yes
26926,158982,ell,ell,No
26926,157886,ell,ell,No
26926,158513,ell,ell,No
26926,159283,ell,ell,No
26926,159290,ell,ell,No
26926,158773,ell,ell,No
26926,157806,ell,ell,No
26926,158463,ell,ell,No
10542,92469,hun,pol,Yes
10542,123085,hun,pol,No
10542,89325,hun,pol,No
10542,123110,hun,pol,No
10542,83922,hun,pol,No
10542,114294,hun,pol,No
10542,151434,hun,pol,No
10542,148369,hun,pol,No
10542,110704,hun,pol,No
10542,147919,hun,pol,No
10542,74853,hun,pol,No
10542,151408,hun,pol,No
10542,92264,hun,pol,No
8496,59524,msa,msa,Yes
8496,59601,msa,msa,Yes
8496,58610,msa,msa,Yes
8496,59452,msa,msa,Yes
8496,77576,msa,msa,Yes
8496,59732,msa,msa,No
8496,25014,msa,msa,No
8496,58868,msa,msa,No
8496,59602,msa,msa,No
8496,59551,msa,msa,No
26929,157830,ell,ell,Yes
26929,157773,ell,ell,Yes
26929,11015,ell,ell,No
26929,157806,ell,ell,No
26929,157809,ell,ell,No
26929,157831,ell,ell,Yes
26929,158240,ell,ell,No
26929,158723,ell,ell,No
26929,159265,ell,ell,No
26929,158725,ell,ell,No
22837,48942,ara,fra,No
22837,82776,ara,fra,No
22837,27684,ara,fra,No
22837,53669,ara,fra,No
22837,136686,ara,fra,No
22837,83441,ara,fra,No
22837,44411,ara,fra,No
22837,82777,ara,fra,No
22839,36152,ara,fra,No
22839,138092,ara,fra,No
22839,138105,ara,fra,No
8507,2204,eng,eng,Yes
8507,65749,eng,eng,Yes
8507,65765,eng,eng,Yes
8507,17564,eng,eng,Yes
8507,154114,eng,eng,No
8507,196428,eng,eng,No
8507,65735,eng,eng,No
8507,1906,eng,eng,No
8507,65685,eng,eng,No
8507,113883,eng,eng,No
4413,100795,ces,pol,Yes
4413,66164,ces,pol,Yes
4413,160594,ces,eng,No
4413,123083,ces,pol,Yes
4413,151847,ces,pol,No
4413,114881,ces,pol,No
4413,196285,ces,eng,No
4413,131330,ces,eng,No
4413,114179,ces,eng,No
4413,121388,ces,eng,No
4413,102490,ces,eng,No
4413,125580,ces,eng,No
4413,40314,ces,eng,No
4413,62705,ces,eng,No
4413,86126,ces,pol,No
4413,74690,ces,eng,No
4413,122978,ces,pol,No
4413,48645,ces,pol,No
4413,199351,ces,eng,No
4413,11999,ces,eng,No
4413,109754,ces,pol,No
4413,198847,ces,eng,No
4413,30764,ces,pol,No
4413,48580,ces,pol,No
4413,107418,ces,pol,No
20800,111054,hun,hun,Yes
20800,55514,hun,hun,No
20800,78631,hun,hun,No
20800,14265,hun,hun,No
20800,111053,hun,hun,No
20800,55513,hun,hun,No
20800,55500,hun,hun,No
20800,55542,hun,hun,No
20800,67026,hun,hun,No
20800,31184,hun,hun,No
24898,113181,tha,por,No
24898,118524,tha,por,Yes
24898,47952,tha,por,No
24898,93036,tha,por,No
22852,163448,ara,ara,Yes
22852,174447,ara,ara,Yes
22852,168300,ara,ara,No
22852,168662,ara,ara,No
22852,163809,ara,ara,No
22852,168016,ara,ara,No
22852,168661,ara,ara,No
22852,168810,ara,ara,No
22852,168017,ara,ara,No
22852,171560,ara,ara,No
22852,77230,ara,fra,No
22852,10370,ara,fra,No
22852,156184,ara,fra,No
22852,81367,ara,fra,No
22852,137077,ara,fra,No
22852,136715,ara,fra,No
22852,27774,ara,fra,No
22852,137905,ara,fra,No
24901,34914,tha,por,No
24901,152850,tha,por,No
24901,83835,tha,por,No
24901,156702,tha,por,No
24901,37760,tha,por,No
24901,200555,tha,por,No
24901,62036,tha,por,No
24901,136610,tha,por,No
24901,4072,tha,por,No
24901,197728,tha,por,No
16710,95954,ces,ces,Yes
16710,49050,ces,ces,No
16710,95375,ces,ces,No
16710,78547,ces,ces,No
16710,95955,ces,ces,No
16710,95953,ces,ces,No
16710,49036,ces,ces,No
16710,74035,ces,ces,No
16710,97312,ces,ces,No
16710,25377,ces,ces,No
16711,148023,pol,pol,No
16711,92805,pol,pol,No
16711,152151,pol,pol,Yes
16711,36126,pol,pol,No
16711,77459,pol,pol,No
16711,151729,pol,pol,No
16711,138377,pol,pol,No
16711,97355,pol,pol,No
16711,92891,pol,pol,No
16711,136205,pol,pol,No
14664,46473,eng,eng,No
14664,90320,eng,eng,No
14664,65376,eng,eng,No
14664,62051,eng,eng,No
14664,121614,eng,eng,No
14664,131948,eng,eng,No
14664,88518,eng,eng,No
14664,46469,eng,eng,No
14664,1838,eng,eng,No
14664,132025,eng,eng,No
22854,138012,ara,fra,No
22854,146186,ara,fra,No
22854,82474,ara,fra,No
22854,138072,ara,fra,No
22854,79503,ara,fra,No
22854,44205,ara,fra,No
22854,81134,ara,fra,No
22854,36455,ara,fra,No
22854,69604,ara,fra,No
22854,36623,ara,fra,No
22854,137323,ara,fra,No
22854,138203,ara,fra,No
22854,82350,ara,fra,No
8522,45172,deu,deu,No
8522,82233,deu,deu,No
8522,42557,deu,deu,No
8522,157122,deu,deu,No
8522,82225,deu,deu,No
8522,42712,deu,deu,No
8522,118798,deu,deu,No
8522,82232,deu,deu,No
8522,146970,deu,deu,No
8522,23194,deu,deu,No
8522,98107,deu,eng,No
8522,106669,deu,fra,No
8522,138590,deu,eng,No
8522,196287,deu,eng,No
8522,106659,deu,fra,No
8522,71226,deu,eng,No
8522,131487,deu,eng,No
8522,71653,deu,eng,No
8522,55066,deu,eng,No
8522,131286,deu,eng,No
8522,202110,deu,eng,No
8522,27740,deu,fra,No
8522,128141,deu,eng,No
8522,41205,deu,eng,No
8522,131274,deu,eng,No
8522,3361,deu,fra,No
8522,88072,deu,eng,No
8522,10212,deu,fra,No
8522,9683,deu,eng,No
8522,85293,deu,fra,No
8522,137307,deu,fra,No
8522,8869,deu,fra,No
8522,155497,deu,eng,No
8522,26109,deu,eng,No
8522,44203,deu,fra,No
8522,10980,deu,fra,No
8522,9682,deu,eng,No
8522,132637,deu,eng,No
8522,5689,deu,eng,No
8522,9938,deu,fra,No
8522,10128,deu,fra,No
8522,9783,deu,fra,No
8522,52455,deu,fra,No
8522,194924,deu,eng,No
8522,18270,deu,eng,No
8522,21018,deu,eng,No
8522,194339,deu,eng,No
8522,41206,deu,eng,No
8522,106660,deu,fra,No
8522,8936,deu,eng,No
8522,9119,deu,fra,No
8522,33505,deu,eng,No
8522,73960,deu,eng,No
8522,138024,deu,fra,No
8522,9342,deu,fra,No
22859,153954,ara,fra,No
22859,82398,ara,fra,No
22859,136686,ara,fra,Yes
22859,137181,ara,fra,No
22860,36480,ara,fra,No
22860,83340,ara,fra,No
22860,137904,ara,fra,No
22860,136710,ara,fra,No
22860,137026,ara,fra,No
22860,136770,ara,fra,No
22860,36577,ara,fra,No
22860,81242,ara,fra,No
22860,138098,ara,fra,No
22860,155790,ara,fra,No
22860,36618,ara,fra,No
22860,44364,ara,fra,No
22860,26044,ara,fra,No
22860,138225,ara,fra,No
22860,137947,ara,fra,No
22860,36185,ara,fra,No
22860,36730,ara,fra,No
24902,34914,tha,por,Yes
24902,37760,tha,por,No
24902,196307,tha,por,No
24902,136610,tha,por,No
24902,83835,tha,por,No
24902,40182,tha,por,No
24902,96927,tha,por,No
4429,41070,slk,ces,No
4429,74035,slk,ces,No
4429,31349,slk,ces,No
4429,31117,slk,eng,No
4429,160594,slk,eng,No
4429,59930,slk,ces,No
4429,59927,slk,ces,No
4429,139445,slk,ces,No
4429,2782,slk,eng,No
4430,41070,slk,ces,No
4430,74035,slk,ces,No
4430,31349,slk,ces,No
4430,160594,slk,eng,No
4430,31117,slk,eng,No
4430,59927,slk,ces,No
4430,59930,slk,ces,No
4430,139445,slk,ces,No
14672,110991,slk,slk,Yes
14672,111000,slk,slk,No
14672,111003,slk,slk,No
14672,110977,slk,slk,No
14672,55378,slk,slk,No
14672,151689,slk,slk,No
14672,151910,slk,slk,No
14672,95121,slk,slk,No
14672,157157,slk,slk,No
14672,26688,slk,slk,No
14672,131993,slk,eng,No
14672,200074,slk,eng,No
14672,4827,slk,eng,No
14672,149727,slk,eng,No
14672,197552,slk,eng,No
14672,3471,slk,eng,No
14672,136245,slk,eng,No
14672,198879,slk,eng,No
10577,57633,fra,fra,Yes
10577,137181,fra,fra,No
10577,44403,fra,fra,No
10577,137135,fra,fra,No
10577,137019,fra,fra,No
10577,82492,fra,fra,No
10577,83201,fra,fra,No
10577,137017,fra,fra,No
10577,44752,fra,fra,No
10577,82501,fra,fra,No
22865,167263,ara,ara,Yes
22865,174804,ara,ara,Yes
22865,7732,ara,ara,No
22865,7460,ara,ara,No
22865,176208,ara,ara,No
22865,164537,ara,ara,No
22865,168610,ara,ara,No
22865,173866,ara,ara,No
22865,174419,ara,ara,No
22865,163803,ara,ara,No
22865,138092,ara,fra,No
4435,57304,pol,pol,No
4435,62130,pol,pol,Yes
4435,124218,pol,pol,No
4435,122965,pol,pol,No
4435,149326,pol,pol,No
4435,102556,pol,pol,Yes
4435,152039,pol,pol,Yes
4435,123051,pol,pol,No
4435,148334,pol,pol,No
4435,148335,pol,pol,No
4436,137174,ara,fra,No
4436,36545,ara,fra,No
4436,137228,ara,fra,No
4436,83484,ara,fra,No
4436,37955,ara,fra,No
4436,83561,ara,fra,No
8533,55066,deu,eng,No
8533,196287,deu,eng,No
8533,106669,deu,fra,No
8533,63741,deu,eng,Yes
8533,9938,deu,fra,No
8533,8997,deu,fra,No
8533,120881,deu,eng,No
8533,40314,deu,eng,No
8533,3361,deu,fra,No
8533,131286,deu,eng,No
8533,55072,deu,eng,No
8533,9119,deu,fra,No
8533,98107,deu,eng,No
8533,21060,deu,eng,No
8533,55065,deu,eng,No
8533,10212,deu,fra,No
8533,127119,deu,eng,Yes
8533,198096,deu,eng,Yes
8533,63104,deu,eng,No
8533,106660,deu,fra,Yes
8533,55062,deu,eng,Yes
8533,106661,deu,fra,Yes
8533,36429,deu,fra,No
8533,138590,deu,eng,No
8533,41205,deu,eng,No
8533,52455,deu,fra,No
8533,27752,deu,fra,Yes
8533,34696,deu,eng,No
8533,131487,deu,eng,No
24918,193307,tha,tha,No
24918,193301,tha,tha,No
24918,193367,tha,tha,No
24918,193476,tha,tha,No
24918,193255,tha,tha,No
24918,193556,tha,tha,No
24918,193414,tha,tha,No
24918,193359,tha,tha,No
24918,193489,tha,tha,No
24918,193605,tha,tha,No
24918,20473,tha,por,No
24918,20474,tha,por,No
24918,14327,tha,por,No
24918,27592,tha,por,No
24918,1297,tha,por,No
24918,98070,tha,por,No
24918,15625,tha,por,No
24918,106434,tha,por,No
24918,61435,tha,por,No
24918,194284,tha,por,No
24918,109571,tha,por,No
24918,96699,tha,por,No
24918,198368,tha,por,No
24918,37749,tha,por,No
24918,53569,tha,por,No
24918,198734,tha,por,No
24918,88289,tha,por,No
24918,34297,tha,por,No
24918,9085,tha,por,No
24918,96067,tha,por,No
24918,9086,tha,por,No
24918,22059,tha,por,No
24918,90571,tha,por,No
24918,51783,tha,por,No
24918,133196,tha,por,No
24918,102213,tha,por,No
24918,124469,tha,por,No
24918,198403,tha,por,No
24918,152866,tha,por,No
24918,136558,tha,por,No
24918,124692,tha,por,No
24918,69562,tha,por,No
24918,154075,tha,por,No
24918,14568,tha,por,No
24918,1911,tha,por,No
8535,71301,deu,deu,Yes
8535,45351,deu,deu,Yes
